objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Everdell: The Complete Collection","332398","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","83669852","7.51234","8.77139","3.0886","0","13329","thing","Everdell: The Complete Collection","1","6","120","120","40","2022","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"EXIT: The Game – Kidnapped in Fortune City","324853","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","117433708","6.14592","7.79888","2.8333","2430","2276","thing","EXIT: The Game – Kidnapped in Fortune City","1","4","90","90","45","2021","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","KOSMOS","English","2021","English edition"
"Expedition to 5X","380821","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111252265","5.56384","6.90528","2","11769","230","thing","Expedition to 5X","3","5","35","35","25","2023","4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Expedition: Northwest Passage – HMS Terror Edition","71074","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","111794954","6.19338","6.94692","2.6774","2250","2665","thing","Expedition: Northwest Passage – HMS Terror Edition","1","4","60","60","60","2013","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Fabled: The Spirit Lands","220452","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","109195229","5.63712","7.18121","2.4375","7840","575","thing","Fabled: The Spirit Lands","1","5","75","75","40","2023","1,2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Faceless","238164","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","98153648","5.79902","6.63746","2.2857","4790","2198","thing","The Faceless","2","4","45","45","30","2018","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Familiar Tales","350948","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","93929699","6.14419","7.66144","2.5278","2438","4840","thing","Familiar Tales","1","4","120","120","45","2022","1,2,3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Feudum","163839","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","93002980","6.76591","7.5832","4.5912","802","7271","thing","Feudum","2","5","180","180","80","2018","2,3,4,5","4","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Final Girl","277659","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","89349215","7.60692","8.2301","2.7509","97","27704","thing","Final Girl","1","1","60","60","20","2021","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Flamecraft","336986","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","85231353","7.09228","7.3736","2.1838","396","44573","thing","Flamecraft","1","5","60","60","60","2022","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Flatiron","409693","0","1","0","1","0","0","0","0","0","0","0","3","","PRE-ORDERED - NEED TO PAY
PICK UP BEFORE SATURDAY 12H","","","","123038467","6.3247","7.49157","2.6212","1776","3936","thing","Flatiron","1","2","45","45","45","2024","1,2","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"The Fog: Escape from Paradise","298086","0","1","0","0","0","0","0","0","0","0","0","3","","","","","","142244903","5.67685","7.40525","2.3077","6787","543","thing","The Fog: Escape from Paradise","1","4","75","75","45","2024","1,2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Fog: Escape from Paradise – Deluxe Edition","416830","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","142245839","5.57423","8.11516","3","0","266","thing","The Fog: Escape from Paradise – Deluxe Edition","1","6","120","120","45","2024","1,2,3,4,5,6","2,3,4","","","","","","","","standalone","","","","",""
"Food Chain Magnate","175914","0","1","0","0","0","0","0","0","0","1","0","3","","","","","","143127713","7.77476","8.03825","4.1888","49","28229","thing","Food Chain Magnate","2","5","240","240","120","2015","2,3,4,5","3,4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Forestry","431493","0","6","0","1","0","0","0","0","0","0","0","3","","","","","","137880405","6.09307","7.73823","3.28","2670","1771","thing","Forestry","1","4","120","120","70","2025","1,2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Forestry: Production Manager","455156","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","140856841","5.52788","7.52419","0","0","468","thing","Forestry: Production Manager","1","4","120","120","70","2025","","","","","","","","","","expansion","","","","",""
"Fort","296912","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","84395070","6.76009","7.05815","2.4418","812","22110","thing","Fort","2","4","40","40","20","2020","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Fox Experiment","368432","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","118077912","6.57267","7.32889","2.602","1151","7238","thing","The Fox Experiment","1","4","60","60","60","2023","1,2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Pandasaurus Games","English","2023","English Kickstarter edition"
"Freelancers: A Crossroads Game","383206","0","2","0","0","0","0","0","0","0","0","0","3","","","","","","109034705","6.27983","7.75847","2.1176","1925","3915","thing","Freelancers: A Crossroads Game","3","7","180","180","90","2023","3,4,5,6,7","4,5","8+","Unplayable in another language","","","","","","standalone","","","","",""
"Friday","43570","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","101819047","6.92841","7.11127","2.1579","586","41554","thing","Friday","1","1","25","25","25","2011","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Frosthaven","295770","0","39","0","1","0","0","0","0","0","0","0","3","","","","","","103863268","7.9732","8.74514","4.4125","21","24389","thing","Frosthaven","1","4","180","180","90","2022","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Frostpunk: The Board Game","311988","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","89655770","7.11048","8.13583","4.4026","373","11604","thing","Frostpunk: The Board Game","1","4","150","150","120","2022","1,2","1","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Funny Friends","16366","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","88338395","6.03479","6.50183","2.2737","2974","4078","thing","Funny Friends","2","6","60","60","60","2005","3,4,5,6","5,6","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Fury of Dracula (Third/Fourth Edition)","181279","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","84394722","7.0896","7.39335","3.2835","399","26293","thing","Fury of Dracula (Third/Fourth Edition)","2","5","180","180","120","2015","2,3,4,5","3,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"FUSE","171273","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","83668485","6.66448","6.98413","1.6628","974","13907","thing","FUSE","1","5","10","10","10","2015","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Future Inc.","387305","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112169771","5.762","7.1636","2.6316","5248","1080","thing","Future Inc.","2","4","60","60","30","2023","3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Galactic Cruise","391137","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","131376325","7.52334","8.32799","3.9714","126","10669","thing","Galactic Cruise","1","4","150","150","90","2025","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Galaxy Postman","369341","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122417891","5.66818","7.51751","2.5882","6986","508","thing","Galaxy Postman","1","4","60","60","45","2024","1,2,3,4","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Galaxy Trucker (Second Edition)","336794","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","88763577","6.89435","7.41278","2.2636","620","15126","thing","Galaxy Trucker (Second Edition)","2","4","30","30","20","2021","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A Game of Thrones: The Board Game (Second Edition)","103343","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","138590631","7.30235","7.52833","3.7348","236","52639","thing","A Game of Thrones: The Board Game (Second Edition)","3","6","240","240","120","2011","4,5,6","6","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"A Gest of Robin Hood","338376","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119680315","6.44444","7.66291","3.0357","1452","3832","thing","A Gest of Robin Hood","2","2","90","90","45","2024","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"The Gig","253575","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","101362557","5.57294","7.08569","2","11031","422","thing","The Gig","1","4","30","30","20","2023","2,3,4","3","","","","","","","","standalone","","","","",""
"Gloomhaven","174430","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","87668028","8.29964","8.54111","3.9179","4","104278","thing","Gloomhaven","1","4","120","120","60","2017","1,2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Gloomhaven: Buttons & Bugs","393672","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","122733054","6.69926","7.49774","3.3333","913","17241","thing","Gloomhaven: Buttons & Bugs","1","1","20","20","20","2024","1","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Gloomhaven: Jaws of the Lion","291457","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","88763614","8.09861","8.36313","3.6379","12","88308","thing","Gloomhaven: Jaws of the Lion","1","4","120","120","30","2020","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Godtear","250664","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","101163733","5.81071","7.868","2.8235","4653","910","thing","Godtear","2","8","120","120","60","2019","2,4,6","2","10+","","","","","","","standalone","","","","",""
"The Great Chase","340674","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","84006554","0","6.85714","0","0","25","thing","The Great Chase","1","6","90","90","30","2021","","","","","","","","","","standalone","","","","",""
"The Great Library","432834","0","0","0","0","0","0","0","0","0","1","0","3","","","","","","131740212","5.5909","7.73115","4.3929","9840","157","thing","The Great Library","1","4","180","180","100","2026","2,3,4","2","","No necessary in-game text","","","","","","standalone","","","","",""
"The Great Wall","292375","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","105227403","6.98615","7.78946","3.9091","517","9880","thing","The Great Wall","1","4","180","180","120","2021","1,2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Green Team Wins","347805","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","121353725","6.31118","6.979","1.05","1815","6218","thing","Green Team Wins","3","12","15","15","15","2022","5,6,7,8,9,10,11,12","7,9,11","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Grimcoven","415845","10","4","0","1","0","0","0","0","0","0","0","3","","","","","","139346098","6.06302","8.42233","3.7308","2830","2213","thing","Grimcoven","1","4","270","270","90","2025","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Grimcoven: Forgotten Entities","458300","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139538052","0","8.64286","0","0","618","thing","Grimcoven: Forgotten Entities","1","4","270","270","90","2025","","","","","","","","","","expansion","","","","",""
"Grimcoven: Hunters Expansion","458299","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139543570","5.53357","8.80303","0","0","629","thing","Grimcoven: Hunters Expansion","1","4","270","270","90","2025","","","","","","","","","","expansion","","","","",""
"Grimcoven: Personal Stories","423059","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139538054","0","8.63793","0","0","784","thing","Grimcoven: Personal Stories","1","4","120","120","120","2025","","","","","","","","","","expansion","","","","",""
"Grimcoven: The Renegade Hunter mini-expansion","423061","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139632293","0","8.66667","0","0","763","thing","Grimcoven: The Renegade Hunter mini-expansion","1","4","120","120","120","2025","","","","","","","","","","expansion","","","","",""
"Guards of Atlantis II","267609","6","1","0","0","0","0","0","0","0","0","0","3","","Good game, but it is tough to get it well balanced and I feel like the game is defined in the first round. If you don't get coins in a round, you will get behind","","","","102042512","6.73646","8.34706","3.3231","843","2903","thing","Guards of Atlantis II","4","10","120","120","90","2022","4,6,8,10","4,6","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Harmony","417599","0","0","0","1","0","0","0","0","0","0","0","3","","Not paid","","","","123038388","5.77884","7.60714","2.76","5021","1100","thing","Harmony","1","4","90","90","40","2024","1,2,3,4","1,2","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Hextremadura","365605","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","112170631","5.53132","6.9","1.625","16248","166","thing","Hextremadura","1","1","15","15","10","2024","1","1","10+","No necessary in-game text","","","","","","standalone","","","","",""
"History of the Ancient Seas III: MARE NOSTRUM","342271","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","109666434","5.53015","7.38478","2.75","16507","124","thing","History of the Ancient Seas III: MARE NOSTRUM","3","5","720","720","180","2024","5","5","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Hobbit: There and Back Again","436215","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","132921450","6.45254","7.59885","1.7826","1433","6322","thing","The Hobbit: There and Back Again","1","4","30","30","30","2025","1,2,3,4","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Hoplomachus: Victorum","313889","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","103174134","6.68771","8.33844","3.549","933","4710","thing","Hoplomachus: Victorum","1","1","90","90","60","2023","1","1","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"House of Fado","373667","0","1","0","0","0","0","0","0","0","0","0","3","","","","","","131622893","6.13525","7.58125","2.7955","2484","2441","thing","House of Fado","1","4","60","60","30","2025","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Intrepid","302461","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","143236422","5.84516","7.12777","3.2941","4314","2150","thing","Intrepid","1","4","90","90","60","2021","1,2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ironwood","407343","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122394385","6.46505","7.83374","2.8289","1397","4823","thing","Ironwood","1","2","60","60","30","2024","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Isofarian Guard","281526","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","109459830","6.48837","8.53861","3.1596","1343","3791","thing","The Isofarian Guard","1","2","90","90","45","2023","1,2","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"ISS Vanguard","325494","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","102861128","7.43452","8.3584","3.6697","158","17712","thing","ISS Vanguard","1","4","120","120","90","2022","1,2,3,4","1,2","12+","Unplayable in another language","","","","","","standalone","","","","",""
"ito","327778","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","124611122","6.59497","7.33448","1.0141","1105","7105","thing","ito","2","10","10","10","10","2019","3,4,5,6,7,8","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Jekyll & Hyde vs Scotland Yard","377793","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","125154969","6.07295","7.26864","2.1538","2781","3570","thing","Jekyll & Hyde vs Scotland Yard","2","2","20","20","20","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Jisogi: Anime Studio Tycoon","429845","0","1","0","0","0","0","0","0","0","1","0","3","","","","","","143597289","5.85752","7.60184","2.9048","4193","1135","thing","Jisogi: Anime Studio Tycoon","1","4","120","120","60","2025","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Junk Art","193042","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","84312531","6.90898","7.34806","1.1964","606","12145","thing","Junk Art","2","6","30","30","30","2016","2,3,4,5,6","4,5,6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Junk Art Revolution","448188","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","137888356","5.65606","7.84418","2","7285","561","thing","Junk Art Revolution","2","6","30","30","30","2025","2,3,4,5,6","3,4,5,6","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Kalypso","446453","0","0","0","0","0","0","0","0","0","1","0","3","","","","","","137227226","0","8.1087","2.5","0","44","thing","Kalypso","1","4","60","60","45","2026","","","","","","","","","","standalone","","","","",""
"Kingdom Legacy: Ambitions","455273","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138485572","5.5555","7.96066","3","0","831","thing","Kingdom Legacy: Ambitions","1","1","0","0","0","2025","1","1","","","","","","","","expansion","","","","",""
"Kingdom Legacy: Distant Lands","435400","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138485591","5.77217","8.63103","2","0","1669","thing","Kingdom Legacy: Distant Lands","1","1","480","480","320","2024","1","1","12+","","","","","","","expansion","","","","",""
"Kingdom Legacy: Feudal Kingdom","415776","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","138485577","6.86775","8.07091","2.2667","658","7915","thing","Kingdom Legacy: Feudal Kingdom","1","1","480","480","360","2024","1","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Kingdom Legacy: Feudal Kingdom – Adventures","423251","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138485594","5.82811","8.13514","2.3333","0","2624","thing","Kingdom Legacy: Feudal Kingdom – Adventures","1","1","0","0","0","2024","1","1","12+","","","","","","","expansion","","","","",""
"Kingdom Legacy: Feudal Kingdom – Foundations","455272","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138485579","5.59297","8.38841","2.5","0","877","thing","Kingdom Legacy: Feudal Kingdom – Foundations","1","1","0","0","0","2025","1","1","","","","","","","","expansion","","","","",""
"Kingdom Legacy: Merchants","423254","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138485593","5.76821","7.8837","2.125","0","2552","thing","Kingdom Legacy: Merchants","1","1","0","0","0","2024","1","1","12+","","","","","","","expansion","","","","",""
"Kingdom Legacy: Ridding the Woods","450056","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138485585","5.62123","7.80073","2","0","1285","thing","Kingdom Legacy: Ridding the Woods","1","1","150","150","90","2025","1","1","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Kingdom Rush: Elemental Uprising","328555","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","113691514","5.78137","7.87263","3.3636","4988","2053","thing","Kingdom Rush: Elemental Uprising","1","4","90","90","45","2023","1,2,3","2","","No necessary in-game text","","","","","","standalone","","","","",""
"Kingdom Rush: Elemental Uprising – Dark Elf Slayer Expansion","337125","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","83668506","5.52866","7.85938","0","0","902","thing","Kingdom Rush: Elemental Uprising – Dark Elf Slayer Expansion","1","4","90","90","45","2022","","","","","","","","","","expansion","","","","",""
"Kingdom Rush: Elemental Uprising – Gnomish Gnonsense Expansion","337135","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","83668508","5.52823","7.90323","0","0","907","thing","Kingdom Rush: Elemental Uprising – Gnomish Gnonsense Expansion","1","4","90","90","45","2022","","","","","","","","","","expansion","","","","",""
"Kingdom Rush: Elemental Uprising – More Than Shadows Expansion","337141","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","83668510","5.5332","7.76316","3","0","1001","thing","Kingdom Rush: Elemental Uprising – More Than Shadows Expansion","1","4","90","90","45","2022","","","","","","","","","","expansion","","","","",""
"Kingdom Rush: Rift in Time","272533","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","83668495","6.38114","7.29056","2.9789","1622","6611","thing","Kingdom Rush: Rift in Time","1","4","90","90","45","2020","1,2,3","1,2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Kingscraft","349082","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","110318716","5.61204","6.64019","2.0833","8779","390","thing","Kingscraft","2","4","60","60","45","2023","2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Knarr","379629","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","116513845","6.99249","7.47131","1.907","511","12787","thing","Knarr","2","4","30","30","30","2023","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Knarr","379629","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116513846","6.99249","7.47131","1.907","511","12787","thing","Knarr","2","4","30","30","30","2023","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Koinobori","401784","0","0","0","1","0","0","0","0","0","0","0","3","","Not paid","","","","123038516","5.61225","7.04551","1.7143","8670","523","thing","Koinobori","2","5","40","40","20","2024","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Landmarks","421374","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","125137614","6.03406","6.8639","1.3667","2980","3029","thing","Landmarks","2","10","25","25","15","2024","2,3,4,5,6,7,8","4","8–18","No necessary in-game text","","","","","","standalone","","","","",""
"Lands of Galzyr","281474","0","2","0","0","0","0","0","0","1","0","0","3","","","","","","101030814","6.62276","7.9316","1.7143","1051","4949","thing","Lands of Galzyr","1","4","150","150","60","2022","1,2,3","2","8+","Unplayable in another language","","","","","","standalone","","","","",""
"Legacy of Yu","354934","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","111621680","7.09446","8.08127","2.9079","392","9046","thing","Legacy of Yu","1","1","60","60","60","2023","1","1","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Let's Summon Demons","325829","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102147413","5.83124","6.87823","1.375","4446","2073","thing","Let's Summon Demons","2","5","40","40","20","2021","2,3,4,5","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Letters from Whitechapel","59959","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","83612798","7.05866","7.32926","2.6393","434","25092","thing","Letters from Whitechapel","2","6","90","90","90","2011","2,3,4,5,6","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Leviathan Wilds","358737","0","1","0","0","0","0","0","0","0","0","0","3","","","","","","119410165","6.70737","7.87065","2.4819","894","6544","thing","Leviathan Wilds","1","4","90","90","45","2024","1,2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Light in the Dark","395581","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111252210","5.55464","6.25509","2","12645","741","thing","Light in the Dark","1","1","30","30","15","2024","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Light in the Mist","341519","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","108270429","6.17538","8.01229","2.8696","2316","3021","thing","The Light in the Mist","1","4","500","500","300","2022","1,2","2","14+","Unplayable in another language","","","","","","standalone","","","","",""
"Lodge","452300","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","142115136","5.56502","6.63727","1.8333","11660","35","thing","Lodge","1","4","60","60","30","2026","1,2,3,4","2","12+","","","","","","","standalone","","","","",""
"Lords of Xidit","156566","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","83776543","6.64122","7.07266","2.6372","1020","9655","thing","Lords of Xidit","3","5","90","90","90","2014","4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Lost Ruins of Arnak","312484","0","6","0","1","0","0","0","0","0","0","0","3","","","","","","84202465","7.91493","8.08254","2.9309","30","85594","thing","Lost Ruins of Arnak","1","4","120","120","30","2020","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Lost Ruins of Arnak: Twisted Paths","439816","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134146904","6.5074","8.75918","3.4516","0","8308","thing","Lost Ruins of Arnak: Twisted Paths","1","4","120","120","30","2025","1,2,3,4","1,2,3","12+","No necessary in-game text","","","","","","expansion","","","","",""
"Lovestruck","395306","0","0","0","0","0","0","1","1","0","0","0","3","","","","","","122268176","5.53686","6.91479","1.2","15129","222","thing","Lovestruck","5","10","90","90","45","2024","6,7,8,9,10","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Luthier","371330","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","135916415","6.87116","8.20726","3.7772","652","5526","thing","Luthier","1","4","150","150","90","2025","1,2,3,4","3","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Machina Arcana (Second/Third Edition)","299121","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","95506589","6.40998","7.86761","3.6579","1541","4736","thing","Machina Arcana (Second/Third Edition)","1","4","150","150","150","2019","1,2,3,4","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Mage Knight Board Game","96848","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","84394897","7.83788","8.08171","4.3757","39","47906","thing","Mage Knight Board Game","1","4","240","240","60","2011","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Mage Knight: The Apocalypse Dragon","416403","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","117149233","5.59575","8.93929","3.6667","0","713","thing","Mage Knight: The Apocalypse Dragon","1","5","150","150","150","2026","1,2","1","14+","","","","","","","expansion","","","","",""
"Mage Knight: Ultimate Edition","248562","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","84574548","7.97478","8.84526","4.6543","0","21163","thing","Mage Knight: Ultimate Edition","1","5","150","150","150","2018","1,2,3","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Magic Maze","209778","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","88188170","6.7767","6.93735","1.7476","787","38039","thing","Magic Maze","1","8","15","15","15","2017","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Magic Maze: Hidden Roles","260658","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","88188271","5.559","6.91261","1.5","0","1774","thing","Magic Maze: Hidden Roles","3","8","15","15","15","2018","3,4,5,6,7,8","4","8+","Unplayable in another language","","","","","","expansion","","","","",""
"Magic Maze: Maximum Security","230359","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","109354747","5.96404","7.46293","2.1","0","5414","thing","Magic Maze: Maximum Security","1","8","24","24","1","2017","2,3,4,5,6","4","12+","No necessary in-game text","","","","","","expansion","","","","",""
"Magic Number Eleven","411865","0","0","0","1","0","0","0","0","0","0","0","3","","PAY 17 EUROS IN CASH ON THURSDAY","","","","123038529","5.74195","7.44155","2.2222","5519","719","thing","Magic Number Eleven","2","2","30","30","30","2024","2","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
