objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Long Shot: The Dice Game","295374","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119661828","7.12212","7.50877","1.9469","371","19361","thing","Long Shot: The Dice Game","1","8","25","25","25","2022","1,2,3,4,5,6,7,8","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Lord of the Rings: Duel for Middle-earth","421006","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122936821","7.99682","8.35084","2.0667","19","44321","thing","The Lord of the Rings: Duel for Middle-earth","2","2","30","30","30","2024","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Love Letter","277085","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371143","7.18978","7.49722","1.1235","313","32905","thing","Love Letter","2","6","20","20","20","2019","3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Lovecraft Letter","198740","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119661840","6.68151","7.21572","1.431","946","10782","thing","Lovecraft Letter","2","6","15","15","5","2017","3,4,5,6","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Medium","242529","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122896493","6.16986","6.82078","1.0833","2367","5566","thing","Medium","2","8","45","45","30","2019","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Mercado de Lisboa","262477","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122895467","6.05307","6.52707","2.0769","2930","5079","thing","Mercado de Lisboa","1","4","45","45","30","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Middle Ages","403754","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122836991","6.47571","7.19208","2.0088","1392","4941","thing","Middle Ages","2","5","30","30","30","2024","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Mille Fiori","346501","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122895453","6.85336","7.41742","2.1753","685","10026","thing","Mille Fiori","2","4","90","90","60","2021","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Mind","244992","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129232990","6.58928","6.71048","1.0733","1129","70903","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mind MGMT: The Psychic Espionage “Game.”","284653","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122895334","7.17859","7.77352","2.8931","324","16823","thing","Mind MGMT: The Psychic Espionage “Game.”","1","5","60","60","60","2021","1,2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"My City","295486","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233253","7.24174","7.56884","1.978","271","25713","thing","My City","2","4","30","30","30","2020","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"My Gold Mine","331571","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129232960","6.09439","6.9265","1.0833","2697","3385","thing","My Gold Mine","2","6","25","25","25","2021","3,4,5,6","4,5","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Nanofictionary","2895","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","127166744","5.52316","5.75805","1.4483","18661","733","thing","Nanofictionary","3","6","20","20","15","2002","4,5,6","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Near and Far","195421","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","125322279","7.22372","7.63561","2.9004","282","23193","thing","Near and Far","2","4","120","120","90","2017","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Nekojima","359029","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110514162","6.2655","7.12674","1.1","2004","4890","thing","Nekojima","1","5","30","30","15","2023","2,3,4,5","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Once Upon a Time: The Storytelling Card Game","1234","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","127166650","6.12467","6.35192","1.3716","2563","18645","thing","Once Upon a Time: The Storytelling Card Game","2","6","30","30","30","1993","3,4,5,6","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ostia","347767","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","130430790","6.45426","7.95625","2.8714","1446","2762","thing","Ostia","1","4","120","120","100","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Panda Spin","417323","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124045987","6.20297","7.11287","2.0625","2238","3504","thing","Panda Spin","2","5","40","40","25","2024","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Papertown","209688","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371145","5.53701","6.82232","1.8","15389","214","thing","Papertown","1","4","30","30","15","2021","2,3,4","2","","No necessary in-game text","","","","","","standalone","","","","",""
"Paris: La Cité de la Lumière","276498","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233121","6.69257","7.20438","2.0263","935","13394","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2019","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Parks","266524","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122895358","7.39238","7.61","2.1289","181","54261","thing","Parks","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Parks","266524","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","142438782","7.39238","7.61","2.1289","181","54261","thing","Parks","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Patchwork","163412","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371148","7.47092","7.57637","1.597","148","124373","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Point City","368017","10","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371153","6.58529","7.12839","1.6847","1137","11249","thing","Point City","1","4","30","30","15","2023","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Point Galaxy","431998","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137259750","6.07482","7.10889","1.963","2813","4428","thing","Point Galaxy","1","5","30","30","15","2025","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Popcorn","430563","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","137259881","5.86974","6.87164","2.3429","4165","1503","thing","Popcorn","2","4","60","60","60","2025","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Project L","260180","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119661900","7.10832","7.43964","1.5507","387","23988","thing","Project L","1","4","40","40","20","2020","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Quacks","244521","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122895429","7.6653","7.8021","1.9414","80","95621","thing","Quacks","2","4","45","45","45","2018","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Queendomino","232043","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233191","6.83211","7.13304","2.0645","721","23776","thing","Queendomino","2","4","25","25","25","2017","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Quickity Pickity","372433","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","123084653","5.61908","6.58603","1","8615","989","thing","Quickity Pickity","2","5","20","20","20","2022","2,3,4,5","3,4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Ra","12","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","122896550","7.55902","7.71922","2.3038","113","41087","thing","Ra","2","5","60","60","45","1999","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Radlands","329082","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","122896545","7.35104","7.73338","2.2744","213","28826","thing","Radlands","2","2","40","40","20","2021","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Railroad Ink: Deep Blue Edition","245654","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130430810","6.88653","7.13958","1.4689","642","23894","thing","Railroad Ink: Deep Blue Edition","1","6","30","30","20","2018","1,2,3,4,5,6","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Rebel Princess","381249","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110714769","6.63088","7.40371","1.8605","1051","7244","thing","Rebel Princess","3","6","40","40","30","2023","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Resistance: Avalon","128882","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371193","7.30018","7.49108","1.7391","239","54930","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Rolling Heights","331820","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122896479","6.45702","7.45678","2.5455","1444","4882","thing","Rolling Heights","1","4","60","60","45","2023","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Root","237182","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371157","7.88136","8.07053","3.842","34","104578","thing","Root","2","4","90","90","60","2018","3,4","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"RUN","368028","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122895323","5.78342","7.45758","2.1429","5036","1539","thing","RUN","2","2","30","30","10","2023","2","2","10","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"SCOUT","291453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233091","7.57573","7.77669","1.389","110","57115","thing","SCOUT","2","5","20","20","20","2019","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Search for Planet X","279537","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122895407","7.54826","7.88942","2.4258","116","27320","thing","The Search for Planet X","1","4","75","75","60","2020","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Seas of Havoc","343525","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122896517","5.85282","7.30013","2.5625","4294","1482","thing","Seas of Havoc","1","5","75","75","45","2023","2,3,4,5","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Seaside","406660","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","125952430","6.13309","7.08576","1.2308","2527","3990","thing","Seaside","1","5","20","20","20","2024","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"SILOS","429765","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","137259994","5.89317","7.28703","2.125","3962","1375","thing","SILOS","2","4","60","60","45","2025","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Sky Team","373106","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110639145","7.88989","8.11119","2.0417","32","69720","thing","Sky Team","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Skyrise","298231","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","123428061","6.82689","7.66792","2.25","730","7355","thing","Skyrise","2","4","90","90","30","2024","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Skyrise","298231","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","129527419","6.82689","7.66792","2.25","730","7355","thing","Skyrise","2","4","90","90","30","2024","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Small City: Deluxe Edition","326538","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","139573433","5.76293","7.3185","3.871","5309","1698","thing","Small City: Deluxe Edition","1","4","180","180","60","2023","1,2,3,4","2,3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Small World Underground","97786","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119661993","6.87316","7.21992","2.5884","653","20202","thing","Small World Underground","2","5","90","90","30","2011","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Smug Owls","393343","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","125617478","5.60533","6.66402","1","9254","807","thing","Smug Owls","3","15","20","20","15","2023","4,5,6,7,8,12,13,14,15","6","8+","Unplayable in another language","","","","","","standalone","","","","",""
"Snakes of Wrath","372197","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","120775939","5.63682","7.62591","1.7692","7973","593","thing","Snakes of Wrath","2","2","30","30","15","2022","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"So Clover!","329839","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","129233561","7.2496","7.59135","1.1221","266","21252","thing","So Clover!","3","6","30","30","30","2021","2,3,4,5,6","3,4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Sounds Fishy","359893","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233080","5.98442","6.73754","1","3306","4719","thing","Sounds Fishy","4","10","30","30","30","2022","5,6,7,8,9,10","7,8","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Speakeasy","375459","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","129527444","7.32855","8.4258","4.432","223","8673","thing","Speakeasy","1","4","180","180","50","2025","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Spectacular","415147","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233447","6.33408","7.27359","2.2766","1773","3819","thing","Spectacular","1","6","30","30","20","2024","1,2,3,4,5,6","2,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Spot it!","63268","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233113","6.35604","6.52215","1.0373","1710","51728","thing","Spot it!","2","8","15","15","15","2009","2,3,4,5,6,7","4,5","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Spots","372559","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","113065469","6.71779","7.12555","1.2675","890","14537","thing","Spots","1","4","30","30","25","2022","2,3,4","2,3","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Star Fluxx","102104","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233102","5.97814","6.30227","1.4162","3343","14140","thing","Star Fluxx","2","6","40","40","10","2011","2,3,4,5,6","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set","183562","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371161","6.7194","7.70444","2.8475","885","8375","thing","Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set","2","2","45","45","30","2015","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Startups","223770","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122896092","6.71831","7.17706","1.5769","888","13034","thing","Startups","3","7","20","20","20","2017","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Survive: Escape from Atlantis!","2653","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371167","7.10834","7.30548","1.693","386","41903","thing","Survive: Escape from Atlantis!","2","4","60","60","45","1982","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Sushi Go!","133473","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371170","6.86687","6.9789","1.1632","665","99455","thing","Sushi Go!","2","5","15","15","15","2013","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Taboo","1111","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371180","6.14302","6.32361","1.1991","2479","28745","thing","Taboo","4","10","20","20","20","1989","4,5,6,7,8,9,10","6,8","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Tales of the Arabian Nights","34119","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","127166408","6.83747","7.1526","2.1563","711","18510","thing","Tales of the Arabian Nights","2","6","120","120","120","2009","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"That Old Wallpaper","359763","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371182","5.58655","6.22053","1.625","10273","941","thing","That Old Wallpaper","2","5","30","30","15","2022","3,4,5","4,5","8+","","","","","","","standalone","","","","",""
"Things in Rings","408547","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125522239","6.46579","7.07346","1.3492","1416","7946","thing","Things in Rings","2","6","20","20","20","2024","2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"This Game Is Killer: Alien on Board","413461","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","125617293","5.71417","6.40311","1.5556","6096","1715","thing","This Game Is Killer: Alien on Board","3","10","15","15","10","2024","5,6,7,8,9,10","8","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Through the Ages: A New Story of Civilization","182028","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122895484","8.00723","8.24131","4.4408","18","40526","thing","Through the Ages: A New Story of Civilization","2","4","120","120","120","2015","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Thunder Road: Vendetta","342070","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","122896505","7.32809","7.88053","1.9581","224","13366","thing","Thunder Road: Vendetta","2","4","75","75","45","2023","3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Tichu Deluxe","313051","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","125952401","5.56921","7.48196","2.6667","0","351","thing","Tichu Deluxe","4","4","60","60","60","2019","4","4","","","","","","","","standalone","","","","",""
"Ticket to Ride","9209","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","113067946","7.2598","7.38443","1.8185","263","150803","thing","Ticket to Ride","2","5","60","60","30","2004","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Tikal","54","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233058","7.10612","7.31506","2.7779","389","29560","thing","Tikal","2","4","90","90","90","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Trailblazers","352454","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122896037","6.24905","6.98142","1.7843","2057","4183","thing","Trailblazers","1","8","30","30","30","2023","1,2,3,4,5,6,7,8","1,2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Trio","352515","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116502773","7.02421","7.38611","1.076","483","26328","thing","Trio","3","6","15","15","15","2021","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Tsukiji","142124","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110544763","5.89553","7.15816","1.9375","3948","1462","thing","Tsukiji","2","4","30","30","20","2017","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"UNO","2223","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371198","5.35237","5.48288","1.0994","31026","75181","thing","UNO","2","10","30","30","30","1971","3,4,5,6,7,8","4,5,6","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Veiled Fate","315695","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","122895973","6.42653","7.51728","2.2059","1524","4554","thing","Veiled Fate","2","8","90","90","60","2022","3,4,5,6,7,8","6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Wandering Towers","355483","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122895956","6.83462","7.32231","1.5986","718","13278","thing","Wandering Towers","1","6","30","30","30","2022","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"A War of Whispers","253499","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","133856935","6.70324","7.28335","2.5742","920","8567","thing","A War of Whispers","2","4","60","60","30","2019","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Welcome to the Moon","339789","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122895809","7.35105","7.84399","2.4459","212","20953","thing","Welcome to the Moon","1","6","30","30","25","2021","1,2,3,4,5,6","2,3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Wilmot's Warehouse","424975","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","125952441","6.31199","7.46638","1.1724","1846","3181","thing","Wilmot's Warehouse","2","6","30","30","30","2024","2,3,4,5,6","4,5","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Wingspan","266192","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111371206","7.84215","7.99524","2.4809","38","184272","thing","Wingspan","1","5","70","70","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Wondrous Creatures","400366","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129233571","7.34983","8.03106","3.031","215","13532","thing","Wondrous Creatures","1","4","80","80","40","2024","1,2,3","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"World Wonders","365258","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116729397","7.02632","7.59496","2.2513","480","12140","thing","World Wonders","1","5","70","70","50","2023","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Yokai Sketch","371981","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112782347","5.71021","6.72646","1.2","6170","1654","thing","Yokai Sketch","2","2","20","20","20","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
