objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Sea Salt & Paper","367220","0","8","0","1","0","0","0","0","0","0","0","3","","","","","","127631867","7.25585","7.50588","1.4746","259","46489","thing","Sea Salt & Paper","2","4","45","45","30","2022","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Seas of Strife","225482","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","139645043","6.4497","7.35569","1.3137","1436","4188","thing","Seas of Strife","3","6","45","45","45","2015","4,5,6","5,6","10+","No necessary in-game text","","","","","","standalone","","","","",""
"SETI: Search for Extraterrestrial Intelligence","418059","0","2","0","0","0","0","0","0","1","0","0","3","","","","","","127159482","8.01261","8.41889","3.8258","17","29192","thing","SETI: Search for Extraterrestrial Intelligence","1","4","160","160","40","2024","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Shackleton Base: A Journey to the Moon","408180","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","130880818","7.00154","8.01389","3.9015","494","6260","thing","Shackleton Base: A Journey to the Moon","1","4","120","120","60","2024","2,3,4","3","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Skyrise","298231","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","142791231","6.80061","7.6797","2.2366","752","6764","thing","Skyrise","2","4","90","90","30","2024","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sleeping Gods","255984","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","125962267","7.68958","8.09694","3.2656","70","35323","thing","Sleeping Gods","1","4","1200","1200","60","2021","1,2,3","1,2","12+","Unplayable in another language","","","","","","standalone","","","","",""
"Star Wars Villainous: Power of the Dark Side","358800","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130892332","6.13377","6.99988","2.5897","2488","9500","thing","Star Wars Villainous: Power of the Dark Side","2","4","50","50","50","2022","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Steampunk Rally","162007","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","130892458","6.70339","7.13237","2.6228","899","10192","thing","Steampunk Rally","2","8","60","60","45","2015","2,3,4,5,6","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Survive The Island","425428","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","125981101","6.56148","7.44045","1.4932","1177","7684","thing","Survive The Island","2","5","45","45","45","2024","3,4,5","4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sushi Go Party!","192291","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","130892242","7.2183","7.37399","1.3225","284","74638","thing","Sushi Go Party!","2","8","20","20","20","2016","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"TEN","335609","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","130892461","6.39335","6.99791","1.4405","1590","7396","thing","TEN","1","5","30","30","15","2021","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Terraforming Mars","167791","0","1","0","0","0","0","0","0","0","0","1","3","","","","","","125962221","8.18832","8.33919","3.2696","9","158279","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Through the Desert","503","0","0","0","0","0","0","0","0","0","0","1","2","","","","","","132808969","6.9646","7.18408","2.1637","539","20569","thing","Through the Desert","2","5","45","45","45","1998","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Thunder Road: Vendetta","342070","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","134396777","7.31617","7.91104","1.9803","227","12136","thing","Thunder Road: Vendetta","2","4","75","75","45","2023","3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Restoration Games","English","2023","English edition"
"Ticket to Ride Legacy: Legends of the West","390092","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130881694","7.76507","8.64607","2.5674","52","15405","thing","Ticket to Ride Legacy: Legends of the West","2","5","90","90","20","2023","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania","182078","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130881834","7.27454","7.98359","2.3086","0","17214","thing","Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania","2","5","75","75","30","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Ticket to Ride: Europe","14996","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141645790","7.39585","7.52403","1.9159","177","136800","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ticket to Ride: Rails & Sails","202670","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130881704","6.76481","7.42969","2.4818","802","13330","thing","Ticket to Ride: Rails & Sails","2","5","120","120","60","2016","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Too Many Bones","192135","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","127061075","7.85454","8.28977","3.87","37","25724","thing","Too Many Bones","1","4","120","120","60","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Trailblazers","352454","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","125960695","6.24107","7.00264","1.7959","2060","4013","thing","Trailblazers","1","8","30","30","30","2023","1,2,3,4,5,6,7,8","1,2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Traitors","376656","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","130892317","5.49742","5.49537","2","26149","406","thing","The Traitors","4","6","60","60","40","2022","5,6","6","","","","","","","","standalone","","","","",""
"Tricky Time Crisis: the Spawn of Time","431466","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","140896792","5.52665","6.715","2","17345","242","thing","Tricky Time Crisis: the Spawn of Time","2","5","75","75","45","2025","4,5","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Trio","352515","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128446053","6.99873","7.38677","1.0802","498","23548","thing","Trio","3","6","15","15","15","2021","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Twilight Struggle","12333","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134261183","8.04182","8.22915","3.6147","14","73248","thing","Twilight Struggle","2","2","180","180","120","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unfair","179172","0","0","0","0","0","0","0","0","0","0","1","4","I need to print","","","","","142756564","6.66678","7.28446","2.7163","967","9993","thing","Unfair","2","5","125","125","50","2017","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Unstable Unicorns","234190","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130892238","5.94493","6.22882","1.4857","3503","33838","thing","Unstable Unicorns","2","8","60","60","30","2017","3,4,5,6","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Vindication","224783","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","130995303","7.20698","7.7661","3.0989","295","11762","thing","Vindication","2","5","150","150","45","2018","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Viticulture Essential Edition","183394","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","135952439","7.80768","7.95956","2.9021","44","77315","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Viticulture World: Cooperative Expansion","360226","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135952444","6.44736","7.63265","3.2766","0","9562","thing","Viticulture World: Cooperative Expansion","1","6","120","120","60","2022","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture World: First Game Continent Promo Pack","364100","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135952462","5.59082","7.16644","2","0","1935","thing","Viticulture World: First Game Continent Promo Pack","1","6","95","95","75","2022","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Tuscany – Special Worker Promo Cards","214463","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135952466","5.76491","8.03529","2.5","0","1799","thing","Viticulture: Tuscany – Special Worker Promo Cards","1","6","0","0","0","2016","1,2,3,4,5,6","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Tuscany Essential Edition","202174","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","135952433","7.99908","8.53331","3.2516","0","32764","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2016","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"War","33112","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130892282","5.46301","5.59069","2.4054","29496","652","thing","War","3","6","120","120","120","1972","3,4,5,6","4,6","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Windmill Valley","403441","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","130880720","6.79394","7.71114","3.0658","758","6517","thing","Windmill Valley","1","4","90","90","45","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Wingspan","266192","8","3","0","1","0","0","0","0","0","0","0","3","","","","","","125962235","7.84913","8.0021","2.4799","38","178434","thing","Wingspan","1","5","70","70","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Wingspan Asia","366161","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","130880616","7.62463","8.22015","2.6454","90","33961","thing","Wingspan Asia","1","2","70","70","40","2022","1,2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Wonderland's War","227935","0","1","0","0","0","0","0","0","0","0","1","4","","","","","","128445994","7.49843","8.03995","3.0383","136","16673","thing","Wonderland's War","2","5","125","125","45","2022","3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Wroth","414117","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","141273961","6.1162","7.5163","2.2439","2567","2801","thing","Wroth","1","4","60","60","60","2025","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
