objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"My Gold Mine","331571","0","25","0","1","0","0","0","0","0","0","0","3","","","","","","113604235","6.09458","6.94344","1.0862","2665","3253","thing","My Gold Mine","2","6","25","25","25","2023","3,4,5,6","4,5","5+","No necessary in-game text","","","","","","standalone","","KOSMOS","English","2023","English edition"
"Mysterium","181304","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","82758781","7.05045","7.19243","1.8895","442","83445","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mysterium Park","301767","0","1","0","0","0","0","0","0","0","0","0","3","","","","","","127988954","6.515","7.00245","1.433","1281","14994","thing","Mysterium Park","2","6","45","45","30","2020","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mysterium: Hidden Signs","192661","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82758833","6.75301","7.73982","1.7317","0","13986","thing","Mysterium: Hidden Signs","2","7","42","42","42","2016","3,4,5,6,7","5,6,7","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Mysterium: Secrets & Lies","216465","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82758830","6.54484","7.81438","1.7143","0","10276","thing","Mysterium: Secrets & Lies","2","7","42","42","42","2017","3,4,5,6,7","4,5","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Obscurio","273477","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","82740545","6.50368","7.06676","1.9103","1306","10554","thing","Obscurio","2","8","40","40","40","2019","4,5,6,7,8","5,6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Obsession","231733","9","12","3","1","0","0","0","0","0","0","0","3","","","","","","99381024","7.72083","8.08485","3.1115","66","25236","thing","Obsession","1","4","90","90","30","2018","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Obsession: Characters Expansion","397067","8.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","125694174","5.95545","8.40375","3.5556","0","4652","thing","Obsession: Characters Expansion","1","6","180","180","30","2024","1,2,3","1,2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Kayenta Games","English","2024","English 1P edition"
"Obsession: Promotional Tiles","306634","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115513677","6.07132","8.13782","3.7143","0","5811","thing","Obsession: Promotional Tiles","1","4","120","120","30","2020","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Kayenta Games","English","2020","English edition"
"Obsession: Upstairs, Downstairs","279067","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","99381048","6.93861","8.58673","3.5208","0","11405","thing","Obsession: Upstairs, Downstairs","1","6","90","90","30","2020","1,2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Obsession: Wessex Expansion","245392","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","99381078","6.7051","8.32851","3.1667","0","10477","thing","Obsession: Wessex Expansion","1","4","90","90","30","2018","1,2,3","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Pandemic","30549","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","82740288","7.40552","7.51472","2.3942","170","224641","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pandemic: Hot Zone – North America","301919","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","105422855","6.23075","6.95911","1.8621","2096","9576","thing","Pandemic: Hot Zone – North America","2","4","30","30","30","2020","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Planet Unknown","258779","0","6","0","1","0","0","0","0","0","0","0","3","","","","","","129712421","7.40964","7.7639","2.2507","168","20501","thing","Planet Unknown","1","6","80","80","60","2025","1,2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Adam's Apple Games, LLC","English","2025","English deluxe edition"
"Planet Unknown: Supermoon","393509","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129712454","5.8299","7.62302","2.5","0","4805","thing","Planet Unknown: Supermoon","1","6","80","80","65","2025","1,2,3,4,5,6","2,3,4,5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Adam's Apple Games, LLC","English","2025","English edition"
"Ra","12","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","137674741","7.54668","7.70908","2.3069","118","39715","thing","Ra","2","5","60","60","45","2025","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","25th Century Games","English","2025","25th Century Games English deluxe edition, second printing"
"Ra: Traders","426753","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137110366","5.7293","7.88518","1.6667","0","2315","thing","Ra: Traders","2","5","60","60","30","2025","3,4","4","10+","No necessary in-game text","","","","","","expansion","","25th Century Games","English","2025","English Pharaoh edition"
"Rebel Princess: Deluxe Edition","418556","0","8","0","1","0","0","0","0","0","0","0","3","","","","","","133897630","6.39123","7.86986","1.84","0","4182","thing","Rebel Princess: Deluxe Edition","3","6","45","45","45","2024","3,4,5,6","4","8+","","","","","","","standalone","","Bézier Games","English","2024","English edition"
"The Resistance","41114","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82758771","7.04155","7.19141","1.5911","451","69144","thing","The Resistance","5","10","30","30","30","2009","5,6,7,8,9,10","7","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Rising Sun","205896","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","82737190","7.4501","7.75429","3.2984","154","29455","thing","Rising Sun","3","5","120","120","90","2018","3,4,5","4,5","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Rising Sun: Dynasty Invasion","223782","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82915065","6.52979","8.2086","3.125","0","9055","thing","Rising Sun: Dynasty Invasion","3","6","120","120","90","2018","3,4,5,6","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Risk","181","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","92443105","5.46944","5.60716","2.0614","29270","66876","thing","Risk","2","6","120","120","120","1959","3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Risk: Godstorm","10383","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740625","5.8326","6.2786","2.6892","4430","5816","thing","Risk: Godstorm","2","5","120","120","120","2004","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Saboteur: 20th Anniversary Edition","406322","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","118365690","5.82461","7.72617","1.875","0","2463","thing","Saboteur: 20th Anniversary Edition","2","12","30","30","30","2024","4,5,6,7,8,9","7","8+","No necessary in-game text","","","","","","standalone","","AMIGO","English","2024","English edition"
"Saboteur: The Duel","168215","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119361059","5.71584","6.00467","1.2969","5949","8125","thing","Saboteur: The Duel","1","2","30","30","30","2018","1,2","2","6+","No necessary in-game text","","","","","","standalone","","AMIGO","English","2018","English second edition"
"Santorini","194655","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","92443112","7.19227","7.33322","1.722","308","65720","thing","Santorini","2","4","20","20","20","2016","2,3","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"SCOUT","291453","0","12","0","1","0","0","0","0","0","0","0","3","","","","","","119361169","7.58382","7.79526","1.389","103","53544","thing","SCOUT","2","5","20","20","20","2022","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","4 Kavky; Oink Games","Czech; English; French; German","2022","CS/EN/FR/DE edition"
"Scythe","169786","0","10","0","1","0","0","0","0","0","0","0","3","","","","","","92443106","7.9479","8.10355","3.4523","26","127600","thing","Scythe","1","5","115","115","115","2016","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Scythe: Invaders from Afar","199727","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96891634","7.77146","8.26852","3.4425","0","45007","thing","Scythe: Invaders from Afar","1","7","140","140","90","2016","1,2,3,4,5,6,7","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Scythe: Modular Board","279304","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96891644","6.64356","8.24306","3.3","0","10288","thing","Scythe: Modular Board","1","5","115","115","90","2019","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","",""
"SETI: Search for Extraterrestrial Intelligence","418059","9.5","9","0","0","0","0","0","0","0","0","0","3","","","","","","131303235","8.01261","8.41889","3.8258","17","29192","thing","SETI: Search for Extraterrestrial Intelligence","1","4","160","160","40","2024","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"SETI: Space Agencies","445048","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139677929","6.59019","8.85618","3.8537","0","6060","thing","SETI: Space Agencies","1","4","160","160","40","2025","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Czech Games Edition (CGE)","English","2025","English edition"
"Shackleton Base: A Journey to the Moon","408180","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","143296389","7.00154","8.01389","3.9015","494","6260","thing","Shackleton Base: A Journey to the Moon","1","4","120","120","60","2024","2,3,4","3","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sheriff of Nottingham: 2nd Edition","298638","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","82740299","6.51549","7.20885","1.7024","1277","10623","thing","Sheriff of Nottingham: 2nd Edition","3","6","60","60","60","2020","4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Sky Team","373106","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","118365563","7.8836","8.1242","2.0384","33","62902","thing","Sky Team","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Hachette Boardgames USA; Scorpion Masqué","English","2023","English edition, first printing"
"Small World","40692","0","8","0","1","0","0","0","0","0","0","0","3","","","","","","82740345","7.08591","7.19176","2.347","402","103567","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Small World of Warcraft","309630","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","82740420","6.58707","7.24981","2.6875","1120","13409","thing","Small World of Warcraft","2","5","80","80","40","2020","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Small World: A Spider's Web","165458","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740353","6.17725","7.48621","2.08","0","6023","thing","Small World: A Spider's Web","2","5","80","80","80","2014","2,3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Small World: Be Not Afraid...","81618","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740363","6.93194","7.5817","2.2705","0","17621","thing","Small World: Be Not Afraid...","2","5","80","80","40","2010","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Small World: Cursed!","57072","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740372","6.87771","7.45825","2.2195","0","17334","thing","Small World: Cursed!","2","5","80","80","40","2009","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Small World: Grand Dames of Small World","57070","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740387","6.82434","7.39733","2.1755","0","16927","thing","Small World: Grand Dames of Small World","2","5","80","80","40","2009","2,3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Small World: Power Pack 1","241991","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","92443107","5.85482","7.6195","2.1667","0","2367","thing","Small World: Power Pack 1","2","5","80","80","40","2017","2,3,4,5","4,5","8+","","","","","","","expansion","","","","",""
"Small World: Power Pack 2","241989","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","92443108","5.88809","7.66716","2.2727","0","2562","thing","Small World: Power Pack 2","2","5","80","80","40","2017","2,3,4,5","4","","","","","","","","expansion","","","","",""
"Small World: Sky Islands","235520","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112243101","5.91803","7.61658","2.3636","0","3366","thing","Small World: Sky Islands","3","6","80","80","40","2017","2,3,4,5,6","4","8+","","","","","","","expansion","","Days of Wonder","English","2017","English edition"
"Terraforming Mars","167791","9","9","3","1","0","0","0","0","0","0","0","3","","","","","","106691000","8.18832","8.33919","3.2696","9","158279","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Terraforming Mars: Automa","395612","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143296519","6.01232","8.42414","3.1429","0","4782","thing","Terraforming Mars: Automa","1","1","0","0","0","2024","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Terraforming Mars: Prelude","247030","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","106691039","8.41224","8.84633","2.5546","0","52766","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Terraforming Mars: Prelude 2","387809","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143296509","6.46223","8.3978","2.3333","0","8306","thing","Terraforming Mars: Prelude 2","1","5","120","120","90","2024","1,2,3,4,5","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"Ticket to Ride","9209","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740510","7.26278","7.3862","1.8198","255","147861","thing","Ticket to Ride","2","5","60","60","30","2004","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ticket to Ride Legacy: Legends of the West","390092","0","25","0","1","0","0","0","0","0","0","0","3","","","","","","112283302","7.76507","8.64607","2.5674","52","15405","thing","Ticket to Ride Legacy: Legends of the West","2","5","90","90","20","2023","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Days of Wonder","English","2023","English edition"
"Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania","182078","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740529","7.27454","7.98359","2.3086","0","17214","thing","Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania","2","5","75","75","30","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Ticket to Ride: Europa 1912","53383","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","82758819","7.00427","7.63427","1.9291","0","21022","thing","Ticket to Ride: Europa 1912","2","5","60","60","30","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","",""
"Ticket to Ride: Europe","14996","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","92443100","7.39585","7.52403","1.9159","177","136800","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ticket to Ride: Europe – 15th Anniversary","329841","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","92443114","7.23281","8.18195","1.8776","0","14602","thing","Ticket to Ride: Europe – 15th Anniversary","2","5","60","60","30","2021","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Days of Wonder","English","2021","English edition"
"Ticket to Ride: Rails & Sails","202670","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","106690907","6.76481","7.42969","2.4818","802","13330","thing","Ticket to Ride: Rails & Sails","2","5","120","120","60","2016","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Unconscious Mind","329500","0","0","0","0","0","0","0","0","0","0","1","2","","","","","","143296400","7.18174","7.89402","4.0233","316","13922","thing","Unconscious Mind","1","4","120","120","60","2024","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Viticulture Essential Edition","183394","0","7","0","1","0","0","0","0","0","0","0","3","","","","","","120424448","7.80768","7.95956","2.9021","44","77315","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Stonemaier Games","English","2015","English edition 2015"
"Viticulture: Bordeaux Expansion","462369","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","142592748","5.765","8.59977","3.2","0","2109","thing","Viticulture: Bordeaux Expansion","1","6","120","120","90","2026","1,2,3,4,5,6","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Moor Visitors Expansion","193823","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143296528","6.81444","7.99144","2.7647","0","13459","thing","Viticulture: Moor Visitors Expansion","1","6","90","90","45","2016","1,2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Tuscany Essential Edition","202174","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","120554123","7.99908","8.53331","3.2516","0","32764","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2016","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Stonemaier Games","English","2016","English edition"
"Wandering Towers","355483","0","7","0","1","0","0","0","0","0","0","0","3","","","","","","133895748","6.81742","7.3315","1.5926","733","11990","thing","Wandering Towers","1","6","30","30","30","2023","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","ABACUSSPIELE; Capstone Games","English","2023","English edition"
"Wandering Towers: Mini Spell Expansion 1","392106","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133895772","5.58098","7.68511","1.6667","0","1417","thing","Wandering Towers: Mini Spell Expansion 1","2","6","0","0","0","2023","","","","","","","","","","expansion","","Capstone Games","English","2023","English edition"
"Wandering Towers: Mini Spell Expansion 2","398755","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133897609","5.55424","7.82586","1.5","0","1076","thing","Wandering Towers: Mini Spell Expansion 2","2","6","30","30","30","2023","","","","","","","","","","expansion","","Capstone Games","English","2023","English edition"
"War: Batalhas Mitológicas","129287","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","82740649","5.5041","5.83827","2.2857","24370","183","thing","War: Batalhas Mitológicas","3","4","90","90","90","2012","3,4","4","3–14","No necessary in-game text","","","","","","standalone","","","","",""
"Wild Tiled West","342032","0","6","0","1","0","0","0","0","0","0","0","3","","","","","","118743283","6.32132","7.64914","2.7353","1782","2688","thing","Wild Tiled West","1","5","90","90","45","2023","1,2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Dire Wolf","English","2023","English edition"
"World Wonders","365258","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","116208227","7.01627","7.60613","2.2649","479","11556","thing","World Wonders","1","5","70","70","50","2023","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"World Wonders: Mundo Wonders Pack","406746","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125500679","6.01383","8.051","2.3","0","3650","thing","World Wonders: Mundo Wonders Pack","1","5","70","70","50","2024","1,2,3,4,5","1,2,3","10+","No necessary in-game text","","","","","","expansion","","","","",""
"Zombicide (2nd Edition): Reboot Box","336637","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","92443116","5.65756","8.45031","3","0","1417","thing","Zombicide (2nd Edition): Reboot Box","1","6","60","60","60","2021","","","","","","","","","","expansion","","","","",""
"Zombicide: 2nd Edition","286751","0","4","0","1","0","0","0","0","0","0","0","3","","","","","","92443102","6.99844","7.92277","2.377","499","13040","thing","Zombicide: 2nd Edition","1","6","60","60","60","2021","1,2,3,4,5,6","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
